,category_name,title,link,author,year,rating,num_of_people,price_in_dollars,years
439,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B36 - It is not a short ter: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/1725606739/ref=sr_1_634?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-634,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
440,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B35 - You are what you eat: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/172560616X/ref=sr_1_635?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-635,Tania Carter and Jonathan Bowers,2018-08-27,0.0,0,9.99,2018
441,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B33 - Holy Shit You Got Hot: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/1725604728/ref=sr_1_636?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-636,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
442,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B32 - Positive Mind, Positi: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Positive-Organised/dp/1725603721/ref=sr_1_637?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-637,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
443,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B31 - My Body is Under Cons: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Calorie-Organised/dp/1725603268/ref=sr_1_638?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-638,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
444,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B29: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss and Slimming, Online ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Organised-Slimming/dp/172557229X/ref=sr_1_639?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-639,Tania Carter and Jonathan Bowers,2018-08-19,0.0,0,9.99,2018
445,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B28: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss and Slimming, Online ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Organised-Slimming/dp/172557215X/ref=sr_1_640?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-640,Tania Carter and Jonathan Bowers,2018-08-14,0.0,0,9.99,2018
446,health,"The Body Plan Plus - FOOD DIARY - Tania Carter: Code B26: Calorie Smart & Food Organised - Clever Food Diary - For Weight Loss and Slimming, Online ... Lists, Perfect Bound, 120 Pages, Size 7x10  ",https://www.amazon.com/Body-Plan-Plus-Organised-Slimming/dp/1725557754/ref=sr_1_641?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895459&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-641,Tania Carter and Jonathan Bowers,2018-08-13,0.0,0,9.99,2018
447,health,"The Keto Diet Planner: Ketogenic Food Tracker Journal , Daily Food Notebook and Fitness Log book Weight Loss for Women Size 8.5x11 inch  ",https://www.amazon.com/Keto-Diet-Planner-Ketogenic-Notebook/dp/1679860682/ref=sr_1_769?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-769,Ketogenic Publishing,2019-12-23,0.0,0,8.99,2019
448,health,Journal Pregnancy: Pregnancy Tracker | Baby Shopping List | Pre-Natal Visits | Baby Shower Tracker | Nursery Planner | Baby Name Ideas | Hospital Checklist  ,https://www.amazon.com/Journal-Pregnancy-Shopping-Pre-Natal-Checklist/dp/1702186849/ref=sr_1_776?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-776,Jocelyn K. Crawford,2019-10-24,0.0,0,19.99,2019
449,health,I'm Prego: Pregnancy Tracker | Baby Shopping List | Pre-Natal Visits | Baby Shower Tracker | Nursery Planner | Baby Name Ideas | Hospital Checklist  ,https://www.amazon.com/Im-Prego-Pregnancy-Pre-Natal-Checklist/dp/1702185842/ref=sr_1_777?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-777,Jocelyn K. Crawford,2019-10-24,0.0,0,19.99,2019
450,health,Extra Thankful This Year: Pregnancy Tracker | Baby Shopping List | Pre-Natal Visits | Baby Shower Tracker | Nursery Planner | Baby Name Ideas | Hospital Checklist  ,https://www.amazon.com/Extra-Thankful-This-Year-Pregnancy/dp/1702183971/ref=sr_1_778?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-778,Jocelyn K. Crawford,2019-10-24,0.0,0,19.99,2019
451,health,Pregnancy Journal: Pregnancy Tracker | Baby Shopping List | Pre-Natal Visits | Baby Shower Tracker | Nursery Planner | Baby Name Ideas | Hospital Checklist  ,https://www.amazon.com/Pregnancy-Journal-Shopping-Pre-Natal-Checklist/dp/1702186423/ref=sr_1_779?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-779,Jocelyn K. Crawford,2019-10-24,0.0,0,19.99,2019
452,health,Hello 2020: Pregnancy Tracker | Baby Shopping List | Pre-Natal Visits | Baby Shower Tracker | Nursery Planner | Baby Name Ideas | Hospital Checklist  ,https://www.amazon.com/Hello-2020-Pregnancy-Pre-Natal-Checklist/dp/1702186083/ref=sr_1_781?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-781,Jocelyn K. Crawford,2019-10-24,0.0,0,19.99,2019
454,health,30 Amazing Benefits of Turmeric: Discover the Importance of this Miracle Ingredient in Your Diets  ,https://www.amazon.com/Amazing-Benefits-Turmeric-Importance-Ingredient-ebook/dp/B082MVTTNR/ref=sr_1_784?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895467&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-784,Amy D Morse,2019-12-11,4.3,2,0.0,2019
459,law,"The Game Changing Attorney: How to Land the Best Cases, Stand Out from Your Competition, and Become the Obvious Choice in Your Market  ",https://www.amazon.com/The-Game-Changing-AttorneyHow-to-Land-the-Best-Cases_-Stand-Out-from-Your-Competition_-and-Become-the-Obvious-Choice-in-Your-Market/dp/1544512511/ref=sr_1_11?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895521&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-11,Michael Mogill,2018-10-18,4.5,364,16.19,2018
460,law,"Online Shopping Tracker: Keep track of your online purchases,Shopping Expense Tracker Personal Log Book Christmas Cover (Vol.)  ",https://www.amazon.com/Online-Shopping-Tracker-purchases-Christmas/dp/1700061615/ref=sr_1_12?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895521&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-12,Alice Krall,2019-10-15,0.0,0,6.99,2019
461,law,"Online Shopping Tracker: Keep track of your online purchases,Shopping Expense Tracker Personal Log Book (Vol.)  ",https://www.amazon.com/Online-Shopping-Tracker-purchases-Personal/dp/170005435X/ref=sr_1_16?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895521&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-16,Alice Krall,2019-10-15,0.0,0,6.99,2019
463,literature,Image of Emeralds and Chocolate  ,https://www.amazon.com/Image-Emeralds-Chocolate-Murry-Johnson/dp/160494689X/ref=sr_1_435?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895589&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-435,K. Murry Johnson,2019-07-30,4.7,87,17.95,2019
473,literature,Life's Accessories: A Memoir (and Fashion Guide)  ,https://www.amazon.com/Lifes-Accessories-Memoir-Fashion-Guide/dp/1631526227/ref=sr_1_445?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895589&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-445,Rachel Levy Lesser,2019-11-05,4.2,33,8.6,2019
477,literature,Redemption Road: A Novel  ,https://www.amazon.com/Redemption-Road-Novel-John-Hart/dp/0312380364/ref=sr_1_449?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895589&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-449,John Hart,2016-05-03,4.4,2162,10.99,2016
494,parenting,"The Leader in Me: How Schools Around the World Are Inspiring Greatness, One Child at a Time  ",https://www.amazon.com/Leader-Me-Schools-Inspiring-Greatness/dp/1476772185/ref=sr_1_75?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895647&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-75,Stephen R. Cove,2014-08-19,4.6,607,8.89,2014
498,parenting,What To Do When I Die: Guided Pre-Death Planner and Organizer to Record All Essential Information for Your Family (Death Planning Organizers)  ,https://www.amazon.com/What-When-Die-Pre-Death-Information/dp/1697447031/ref=sr_1_79?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895647&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-79,Om Yasmeen,2019-10-03,4.4,94,11.97,2019
522,religion,The Nifty Christmas: Planner  ,https://www.amazon.com/Nifty-Christmas-Planner-JaymcDesign-Books/dp/1674921896/ref=sr_1_1129?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895724&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1129,JaymcDesign Books,2019-12-13,0.0,0,5.25,2019
528,religion,"Holiday Planner: Christmas Organizer, Journal and Notebook  ",https://www.amazon.com/Holiday-Planner-Christmas-Organizer-Notebook/dp/1704282411/ref=sr_1_1135?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895724&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1135,Cricket Creek Creatives,2019-10-31,0.0,0,7.49,2019
529,religion,Christmas Planner Notebook Organizer: Planning Pages And Checklists For A Happy Holiday Season  ,https://www.amazon.com/Christmas-Planner-Notebook-Organizer-Checklists/dp/1704140072/ref=sr_1_1136?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895724&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1136,Christmas Holiday Emporium Press,2019-10-30,0.0,0,6.99,2019
530,science,THE SOLAR MAGNETIC CAUSE OF CLIMATE CHANGES AND ORIGIN OF THE ICE AGES  ,https://www.amazon.com/SOLAR-MAGNETIC-CLIMATE-CHANGES-ORIGIN/dp/B07Y1YDYDF/ref=sr_1_1?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895751&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1,Dr. Don J Easterbrook,2019-09-13,4.5,24,37.85,2019
539,science,"iGen: Why Today's Super-Connected Kids Are Growing Up Less Rebellious, More Tolerant, Less Happy--and Completely Unprepared for Adulthood--and What That Means for the Rest of Us  ",https://www.amazon.com/iGen-Super-Connected-Rebellious-Happy-Adulthood/dp/1501152017/ref=sr_1_10?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895751&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-10,Jean M. Twenge PhD,2018-09-04,4.5,958,9.89,2018
540,science,"Greywater, Green Landscape: How to Install Simple Water-Saving Irrigation Systems in Your Yard  ",https://www.amazon.com/Greywater-Green-Landscape-Water-Saving-Irrigation/dp/1612128394/ref=sr_1_11?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895751&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-11,Laura Allen,2017-04-04,4.6,79,16.95,2017
542,science,"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data  ",https://www.amazon.com/Data-Science-Transform-Visualize-Model/dp/1491910399/ref=sr_1_13?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895751&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-13,Garrett Grolemund  and Hadley Wickham,2017-01-31,4.7,1381,42.49,2017
546,self_help,Flower Journal  ,https://www.amazon.com/Flower-Journal-Merilee-Lovejoy/dp/1711902381/ref=sr_1_945?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895783&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-945,Merilee Lovejo,2019-11-26,0.0,0,7.2,2019
